slide,source_png,chapter,kind,title,subtitle,web_image
370,370_v1ch40_letter-of-the-dew.png,40,content,The letter of the dew,The Letter of the Dew  ·  ओसक अक्षर    —    card 1 of 3,assets/images/0370.png
371,371_v1ch40_object-and-relic.png,40,content,The object and the relic,The Letter of the Dew  ·  ओसक अक्षर    —    card 2 of 3,assets/images/0371.png
372,372_v1ch40_reading-the-route.png,40,content,Reading the route,The Letter of the Dew  ·  ओसक अक्षर    —    card 3 of 3,assets/images/0372.png
373,373_v1ch41_title.png,41,title,The Boat of the Name,नामक नाव    Nāmak Nāv,assets/images/0373.png
374,374_v1ch41_boat-in-the-current.png,41,content,The boat in the current,The Boat of the Name  ·  नामक नाव    —    card 1 of 2,assets/images/0374.png
375,375_v1ch41_at-which-turn.png,41,content,At which turn?,The Boat of the Name  ·  नामक नाव    —    card 2 of 2,assets/images/0375.png
376,376_v1ch42_title.png,42,title,The Circle of the Weight,भारक वृत्त    Bhārak Vṛtt,assets/images/0376.png
377,377_v1ch42_punishment-vs-weight.png,42,content,"Punishment from above, weight from within",The Circle of the Weight  ·  भारक वृत्त    —    card 1 of 2,assets/images/0377.png
378,378_v1ch42_share-grief-into-work.png,42,content,"The share, and grief into work",The Circle of the Weight  ·  भारक वृत्त    —    card 2 of 2,assets/images/0378.png
379,379_v1ch43_title.png,43,title,The Walking Weight,चलैत भार    Calait Bhār,assets/images/0379.png
380,380_v1ch43_the-weight-walks.png,43,content,The weight walks,The Walking Weight  ·  चलैत भार    —    card 1 of 2,assets/images/0380.png
381,381_v1ch43_beware-the-word-win.png,43,content,"Beware the word ""win""",The Walking Weight  ·  चलैत भार    —    card 2 of 2,assets/images/0381.png
382,382_v1ch44_title.png,44,title,The Great-granddaughter's Notebook,पोतीक कापी    Potīk Kāpī,assets/images/0382.png
383,383_v1ch44_fear-in-the-notebook.png,44,note,Fear in the notebook,The Great-granddaughter's Notebook  ·  पोतीक कापी    —    card 1 of 2,assets/images/0383.png
384,384_v1ch44_the-one-word-whose.png,44,content,The one word: whose?,The Great-granddaughter's Notebook  ·  पोतीक कापी    —    card 2 of 2,assets/images/0384.png
385,385_v1ch45_title.png,45,title,The Inner Air,भीतरक हवा    Bhītarak Havā,assets/images/0385.png
386,386_v1ch45_door-wont-stay-shut.png,45,content,The door won't stay shut,The Inner Air  ·  भीतरक हवा    —    card 1 of 2,assets/images/0386.png
387,387_v1ch45_name-not-profit.png,45,content,"The name, not the profit",The Inner Air  ·  भीतरक हवा    —    card 2 of 2,assets/images/0387.png
388,388_v1ch46_title.png,46,title,The Dark of Inheritance,उत्तराधिकारक अन्हार    Uttarādhikārak Anhār,assets/images/0388.png
389,389_v1ch46_dark-behind-the-shine.png,46,content,The dark behind the shine,The Dark of Inheritance  ·  उत्तराधिकारक अन्हार    —    card 1 of 2,assets/images/0389.png
390,390_v1ch46_choice-not-refusal.png,46,content,"Choice, not refusal",The Dark of Inheritance  ·  उत्तराधिकारक अन्हार    —    card 2 of 2,assets/images/0390.png
391,391_v1ch47_title.png,47,title,The Elephant and the Crocodile,गज-ग्राह आख्यान    Gaja-Grāha Ākhyān,assets/images/0391.png
392,392_v1ch47_elephant-crocodile-game.png,47,content,The elephant-crocodile game,The Elephant and the Crocodile  ·  गज-ग्राह आख्यान    —    card 1 of 2,assets/images/0392.png
393,393_v1ch47_witness-not-the-god.png,47,content,"The witness, not the god",The Elephant and the Crocodile  ·  गज-ग्राह आख्यान    —    card 2 of 2,assets/images/0393.png
394,394_v1ch48_title.png,48,title,The Call,पुकार    Pukār,assets/images/0394.png
395,395_v1ch48_the-empty-bowl.png,48,content,The empty bowl,The Call  ·  पुकार    —    card 1 of 2,assets/images/0395.png
396,396_v1ch48_one-who-came-to-listen.png,48,content,The one who came to listen,The Call  ·  पुकार    —    card 2 of 2,assets/images/0396.png
397,397_v1ch49_title.png,49,title,The Record of Silence,मौनक अभिलेख    Maunak Abhilekh,assets/images/0397.png
398,398_v1ch49_debt-of-listening.png,49,content,The debt of listening,The Record of Silence  ·  मौनक अभिलेख    —    card 1 of 3,assets/images/0398.png
399,399_v1ch49_record-of-silence.png,49,content,The record of silence,The Record of Silence  ·  मौनक अभिलेख    —    card 2 of 3,assets/images/0399.png
400,400_v1ch49_who-reads-who-listens.png,49,content,"Who reads, who listens",The Record of Silence  ·  मौनक अभिलेख    —    card 3 of 3,assets/images/0400.png
401,401_v1ch50_title.png,50,title,The Name After the Body,देहक बादक नाम    Dehak Bādak Nām,assets/images/0401.png
402,402_v1ch50_the-inner-crocodile.png,50,content,The inner crocodile,The Name After the Body  ·  देहक बादक नाम    —    card 1 of 2,assets/images/0402.png
403,403_v1ch50_body-gone-name-seeking-root.png,50,content,"The body gone, the name seeking a root",The Name After the Body  ·  देहक बादक नाम    —    card 2 of 2,assets/images/0403.png
404,404_v1ch51_title.png,51,title,The Weight of the Witness,साक्षीक भार    Sākṣīk Bhār,assets/images/0404.png
405,405_v1ch51_weighed-on-the-chest.png,51,content,Weighed on the chest,The Weight of the Witness  ·  साक्षीक भार    —    card 1 of 2,assets/images/0405.png
406,406_v1ch51_the-witness-letter.png,51,content,The witness-letter,The Weight of the Witness  ·  साक्षीक भार    —    card 2 of 2,assets/images/0406.png
407,407_v1ch52_title.png,52,title,The Next Voice,अगिला आवाज    Agilā Āvāj,assets/images/0407.png
408,408_v1ch52_the-grove-cut-down.png,52,content,The grove cut down,The Next Voice  ·  अगिला आवाज    —    card 1 of 2,assets/images/0408.png
409,409_v1ch52_the-guarding-is-ours.png,52,content,The guarding is ours,The Next Voice  ·  अगिला आवाज    —    card 2 of 2,assets/images/0409.png
410,410_v1ch53_title.png,53,title,The Dawn After the Cutting,कटानक बादक बिहान    Kaṭānak Bādak Bihān,assets/images/0410.png
411,411_v1ch53_stump-faces-the-sun.png,53,content,The stump faces the sun,The Dawn After the Cutting  ·  कटानक बादक बिहान    —    card 1 of 2,assets/images/0411.png
412,412_v1ch53_market-comes-sniffing.png,53,content,The market comes sniffing,The Dawn After the Cutting  ·  कटानक बादक बिहान    —    card 2 of 2,assets/images/0412.png
413,413_v1ch54_title.png,54,title,Around the Stump,ठूँठक चारू कात    Ṭhūṇṭhak Cārū Kāt,assets/images/0413.png
414,414_v1ch54_circle-around-the-stump.png,54,content,The circle around the stump,Around the Stump  ·  ठूँठक चारू कात    —    card 1 of 2,assets/images/0414.png
415,415_v1ch54_yellow-envelope-waits.png,54,content,The yellow envelope waits,Around the Stump  ·  ठूँठक चारू कात    —    card 2 of 2,assets/images/0415.png
416,416_v1ch55_title.png,55,title,The Municipality's Yellow Notice,नगरपालिकाक पीयर सूचना-पत्र    Nagarpālikāk Pīyar Sūcanā-patra,assets/images/0416.png
417,417_v1ch55_papers-smooth-language.png,55,content,The paper's smooth language,The Municipality's Yellow Notice  ·  नगरपालिकाक पीयर सूचना-पत्र    —    card 1 of 2,assets/images/0417.png
418,418_v1ch55_people-answer-the-paper.png,55,content,The people answer the paper,The Municipality's Yellow Notice  ·  नगरपालिकाक पीयर सूचना-पत्र    —    card 2 of 2,assets/images/0418.png
419,419_v1ch56_title.png,56,title,The First Map of Memory,स्मृतिक पहिल नक्शा    Smṛtik Pahil Nakśā,assets/images/0419.png
420,420_v1ch56_the-filled-place.png,56,content,The filled place,The First Map of Memory  ·  स्मृतिक पहिल नक्शा    —    card 1 of 2,assets/images/0420.png
421,421_v1ch56_memory-isnt-folded.png,56,content,Memory isn't folded,The First Map of Memory  ·  स्मृतिक पहिल नक्शा    —    card 2 of 2,assets/images/0421.png
422,422_v1ch57_title.png,57,title,Gaṅgeśa's Question,गंगेशक प्रश्न    Gaṅgeśak Praśna,assets/images/0422.png
423,423_v1ch57_no-trust-without-justice.png,57,content,No trust without justice,Gaṅgeśa's Question  ·  गंगेशक प्रश्न    —    card 1 of 2,assets/images/0423.png
424,424_v1ch57_gangesa-and-memory-murder.png,57,content,Gaṅgeśa and memory-murder,Gaṅgeśa's Question  ·  गंगेशक प्रश्न    —    card 2 of 2,assets/images/0424.png
425,425_v1ch58_title.png,58,title,Chandrapal's Memorial App,चन्द्रपालक स्मारक-अनुप्रयोग    Candrapālak Smārak-Anuprayog,assets/images/0425.png
426,426_v1ch58_tribute-becomes-an-app.png,58,appendix,The tribute becomes an app,Chandrapal's Memorial App  ·  चन्द्रपालक स्मारक-अनुप्रयोग    —    card 1 of 2,assets/images/0426.png
427,427_v1ch58_the-four-crocodiles.png,58,content,The four crocodiles,Chandrapal's Memorial App  ·  चन्द्रपालक स्मारक-अनुप्रयोग    —    card 2 of 2,assets/images/0427.png
428,428_v1ch59_title.png,59,title,Rāghav Signal's New Code,राघव सिग्नलक नव कोड    Rāghav Signalak Nav Koḍ,assets/images/0428.png
429,429_v1ch59_scripture-on-erased-screen.png,59,content,The scripture on the erased screen,Rāghav Signal's New Code  ·  राघव सिग्नलक नव कोड    —    card 1 of 2,assets/images/0429.png
430,430_v1ch59_the-collective-ear.png,59,content,The collective ear,Rāghav Signal's New Code  ·  राघव सिग्नलक नव कोड    —    card 2 of 2,assets/images/0430.png
431,431_v1ch60_title.png,60,title,Satyavrat Mehta's Second Silence,सत्यव्रत मेहताक दोसर मौन    Satyavrat Mehtāk Dosar Maun,assets/images/0431.png
432,432_v1ch60_the-two-silences.png,60,content,The two silences,Satyavrat Mehta's Second Silence  ·  सत्यव्रत मेहताक दोसर मौन    —    card 1 of 2,assets/images/0432.png
433,433_v1ch60_proposal-answers-before-name.png,60,content,The proposal answers before the name,Satyavrat Mehta's Second Silence  ·  सत्यव्रत मेहताक दोसर मौन    —    card 2 of 2,assets/images/0433.png
434,434_v1ch61_title.png,61,title,The First Name-Festival,पहिल नाम-उत्सव    Pahil Nām-Utsav,assets/images/0434.png
435,435_v1ch61_no-drums-the-name.png,61,content,"No drums, the name",The First Name-Festival  ·  पहिल नाम-उत्सव    —    card 1 of 2,assets/images/0435.png
436,436_v1ch61_essence-first-lineage-after.png,61,content,"Essence first, lineage after",The First Name-Festival  ·  पहिल नाम-उत्सव    —    card 2 of 2,assets/images/0436.png
437,437_v1ch62_title.png,62,title,The Green Point in the Stump,ठूँठमे हरियर बिंदु    Ṭhūṇṭhme Hariyar Bindu,assets/images/0437.png
438,438_v1ch62_stubborn-flame-green-point.png,62,content,"The stubborn flame, the green point",The Green Point in the Stump  ·  ठूँठमे हरियर बिंदु    —    card 1 of 2,assets/images/0438.png
439,439_v1ch62_market-eyes-the-bud.png,62,content,The market eyes the bud,The Green Point in the Stump  ·  ठूँठमे हरियर बिंदु    —    card 2 of 2,assets/images/0439.png
440,440_v1ch63_title.png,63,title,The Gaṛh Nārikel Heritage-Project,गढ़ नारिकेल विरासत-परियोजना    Gaṛh Nārikel Virāsat-Pariyojanā,assets/images/0440.png
441,441_v1ch63_cars-come-without-shame.png,63,content,The cars come without shame,The Gaṛh Nārikel Heritage-Project  ·  गढ़ नारिकेल विरासत-परियोजना    —    card 1 of 2,assets/images/0441.png
442,442_v1ch63_a-tender-on-memory.png,63,content,A tender on memory,The Gaṛh Nārikel Heritage-Project  ·  गढ़ नारिकेल विरासत-परियोजना    —    card 2 of 2,assets/images/0442.png
443,443_v1ch64_title.png,64,title,Tender on Memory,स्मृति पर निविदा    Smṛti par Nividā,assets/images/0443.png
444,444_v1ch64_grief-goes-to-contract.png,64,content,Grief goes to contract,Tender on Memory  ·  स्मृति पर निविदा    —    card 1 of 2,assets/images/0444.png
445,445_v1ch64_the-market-map.png,64,content,The market-map,Tender on Memory  ·  स्मृति पर निविदा    —    card 2 of 2,assets/images/0445.png
446,446_v1ch65_title.png,65,title,Broom's Return,ब्रूमक पुनरागमन    Broomak Punarāgaman,assets/images/0446.png
447,447_v1ch65_name-new-owner-old.png,65,content,"The name new, the owner old",Broom's Return  ·  ब्रूमक पुनरागमन    —    card 1 of 2,assets/images/0447.png
448,448_v1ch65_a-second-death.png,65,content,A second death,Broom's Return  ·  ब्रूमक पुनरागमन    —    card 2 of 2,assets/images/0448.png
449,449_v1ch66_title.png,66,title,The Harvard Research-Team,हार्वर्डक शोध-दल    Hārvarḍak Śodh-dal,assets/images/0449.png
450,450_v1ch66_first-name-guidance-later.png,66,content,"First the name, guidance later",The Harvard Research-Team  ·  हार्वर्डक शोध-दल    —    card 1 of 2,assets/images/0450.png
451,451_v1ch66_gaze-in-the-dock.png,66,content,The gaze in the dock,The Harvard Research-Team  ·  हार्वर्डक शोध-दल    —    card 2 of 2,assets/images/0451.png
452,452_v1ch67_title.png,67,title,Mīrā and the Right of the Gaze,मीरा आ दृष्टिक अधिकार    Mīrā ā Dṛṣṭik Adhikār,assets/images/0452.png
453,453_v1ch67_right-of-the-gaze.png,67,content,The right of the gaze,Mīrā and the Right of the Gaze  ·  मीरा आ दृष्टिक अधिकार    —    card 1 of 2,assets/images/0453.png
454,454_v1ch67_the-gaze-watch.png,67,content,The gaze-watch,Mīrā and the Right of the Gaze  ·  मीरा आ दृष्टिक अधिकार    —    card 2 of 2,assets/images/0454.png
455,455_v1ch68_title.png,68,title,Devika vs. the Tribute-App,देविका बनाम श्रद्धांजलि-अनुप्रयोग    Devikā banām Śraddhāñjali-Anuprayog,assets/images/0455.png
456,456_v1ch68_a-census-of-grief.png,68,content,A census of grief,Devika vs. the Tribute-App  ·  देविका बनाम श्रद्धांजलि-अनुप्रयोग    —    card 1 of 2,assets/images/0456.png
457,457_v1ch68_dead-second-death.png,68,content,The dead's second death,Devika vs. the Tribute-App  ·  देविका बनाम श्रद्धांजलि-अनुप्रयोग    —    card 2 of 2,assets/images/0457.png
458,458_v1ch69_title.png,69,title,The Theft of the Name,नामक चोरी    Nāmak Corī,assets/images/0458.png
459,459_v1ch69_white-page-of-theft.png,69,content,The white page of theft,The Theft of the Name  ·  नामक चोरी    —    card 1 of 2,assets/images/0459.png
460,460_v1ch69_water-keeps-the-name.png,69,content,The water keeps the name,The Theft of the Name  ·  नामक चोरी    —    card 2 of 2,assets/images/0460.png
461,461_v1ch70_title.png,70,title,The Paniḍubbī's Testimony,पनिडुब्बीक गवाही    Paniḍubbīk Gavāhī,assets/images/0461.png
462,462_v1ch70_the-pond-is-heard.png,70,content,The pond is heard,The Paniḍubbī's Testimony  ·  पनिडुब्बीक गवाही    —    card 1 of 2,assets/images/0462.png
463,463_v1ch70_name-drowned-cant-be-stolen.png,70,content,A name drowned can't be stolen,The Paniḍubbī's Testimony  ·  पनिडुब्बीक गवाही    —    card 2 of 2,assets/images/0463.png
464,464_v1ch71_title.png,71,title,The Fake-Ghost Procession,नकली भूतक जुलूस    Naklī Bhūtak Julūs,assets/images/0464.png
465,465_v1ch71_smoke-comes-on-hire.png,71,content,The smoke comes on hire,The Fake-Ghost Procession  ·  नकली भूतक जुलूस    —    card 1 of 2,assets/images/0465.png
466,466_v1ch71_lie-turns-to-testimony.png,71,content,The lie turns to testimony,The Fake-Ghost Procession  ·  नकली भूतक जुलूस    —    card 2 of 2,assets/images/0466.png
467,467_v1ch72_title.png,72,title,The Channā Grove's Laugh,चन्ना गाछीक हँसी    Cannā Gāchīk Hãsī,assets/images/0467.png
468,468_v1ch72_the-grove-answered.png,72,content,The grove answered,The Channā Grove's Laugh  ·  चन्ना गाछीक हँसी    —    card 1 of 2,assets/images/0468.png
469,469_v1ch72_laugh-has-no-owner.png,72,content,The laugh has no owner,The Channā Grove's Laugh  ·  चन्ना गाछीक हँसी    —    card 2 of 2,assets/images/0469.png
470,470_v1ch73_title.png,73,title,Baṭuknāth's Dream-Court,बटुकनाथक स्वप्न-दरबार    Baṭuknāthak Svapna-darbār,assets/images/0470.png
471,471_v1ch73_chair-becomes-a-root.png,73,content,The chair becomes a root,Baṭuknāth's Dream-Court  ·  बटुकनाथक स्वप्न-दरबार    —    card 1 of 2,assets/images/0471.png
472,472_v1ch73_step-down-from-the-throne.png,73,content,Step down from the throne,Baṭuknāth's Dream-Court  ·  बटुकनाथक स्वप्न-दरबार    —    card 2 of 2,assets/images/0472.png
473,473_v1ch74_title.png,74,title,Chandrapal's First Confession,चन्द्रपालक पहिल स्वीकार    Candrapālak Pahil Svīkār,assets/images/0473.png
474,474_v1ch74_many-eyed-mirror.png,74,content,The many-eyed mirror,Chandrapal's First Confession  ·  चन्द्रपालक पहिल स्वीकार    —    card 1 of 2,assets/images/0474.png
475,475_v1ch74_the-birth-name.png,74,content,The birth-name,Chandrapal's First Confession  ·  चन्द्रपालक पहिल स्वीकार    —    card 2 of 2,assets/images/0475.png
476,476_v1ch75_title.png,75,title,Rāghav Signal Without a Network,राघव सिग्नलक बिना नेटवर्क    Rāghav Signalak Binā Neṭvark,assets/images/0476.png
477,477_v1ch75_full-bars-zero-reach.png,75,content,"Full bars, zero reach",Rāghav Signal Without a Network  ·  राघव सिग्नलक बिना नेटवर्क    —    card 1 of 2,assets/images/0477.png
478,478_v1ch75_network-of-trust.png,75,content,The network of trust,Rāghav Signal Without a Network  ·  राघव सिग्नलक बिना नेटवर्क    —    card 2 of 2,assets/images/0478.png
479,479_v1ch76_title.png,76,title,Lau Kin-hang's India-Journey,लाउ किन-हंगक भारत-यात्रा    Lāu Kin-hangak Bhārat-yātrā,assets/images/0479.png
480,480_v1ch76_stubborn-black-stain.png,76,content,The stubborn black stain,Lau Kin-hang's India-Journey  ·  लाउ किन-हंगक भारत-यात्रा    —    card 1 of 2,assets/images/0480.png
481,481_v1ch76_door-of-hearing-within.png,76,content,The door of the hearing within,Lau Kin-hang's India-Journey  ·  लाउ किन-हंगक भारत-यात्रा    —    card 2 of 2,assets/images/0481.png
482,482_v1ch77_title.png,77,title,Crocodile at the Airport,हवाई अड्डापर गोहि    Havāī Aḍḍāpar Gohi,assets/images/0482.png
483,483_v1ch77_crocodile-in-the-glass.png,77,content,The crocodile in the glass,Crocodile at the Airport  ·  हवाई अड्डापर गोहि    —    card 1 of 2,assets/images/0483.png
484,484_v1ch77_a-pursuing-testimony.png,77,content,A pursuing testimony,Crocodile at the Airport  ·  हवाई अड्डापर गोहि    —    card 2 of 2,assets/images/0484.png
485,485_v1ch78_title.png,78,title,Satyavrat and Lau's Silent Dialogue,सत्यव्रत आ लाउक मौन-संवाद    Satyavrat ā Lāuk Maun-saṃvād,assets/images/0485.png
486,486_v1ch78_count-names-not-profit.png,78,content,"Count names, not profit",Satyavrat and Lau's Silent Dialogue  ·  सत्यव्रत आ लाउक मौन-संवाद    —    card 1 of 2,assets/images/0486.png
487,487_v1ch78_a-name-is-weight.png,78,content,A name is weight,Satyavrat and Lau's Silent Dialogue  ·  सत्यव्रत आ लाउक मौन-संवाद    —    card 2 of 2,assets/images/0487.png
488,488_v1ch79_title.png,79,title,Broom's Donation-Deed,ब्रूमक दान-पत्र    Broomak Dān-patra,assets/images/0488.png
489,489_v1ch79_compassion-demands-a-right.png,79,content,Compassion that demands a right,Broom's Donation-Deed  ·  ब्रूमक दान-पत्र    —    card 1 of 2,assets/images/0489.png
490,490_v1ch79_the-mask-washed-off.png,79,content,The mask washed off,Broom's Donation-Deed  ·  ब्रूमक दान-पत्र    —    card 2 of 2,assets/images/0490.png
491,491_v1ch80_title.png,80,title,Hariharan's Offspring,हरिहरनक संतान    Hariharanak Santān,assets/images/0491.png
492,492_v1ch80_justice-or-the-profession.png,80,content,Justice or the profession?,Hariharan's Offspring  ·  हरिहरनक संतान    —    card 1 of 2,assets/images/0492.png
493,493_v1ch80_the-heirs-refusal.png,80,content,The heir's refusal,Hariharan's Offspring  ·  हरिहरनक संतान    —    card 2 of 2,assets/images/0493.png
494,494_v1ch81_title.png,81,title,Batra's Incomplete Name,बत्राक अधूरा नाम    Batrāk Adhūrā Nām,assets/images/0494.png
495,495_v1ch81_name-that-writes-profit.png,81,content,The name that writes profit,Batra's Incomplete Name  ·  बत्राक अधूरा नाम    —    card 1 of 2,assets/images/0495.png
496,496_v1ch81_chandu-and-crocodiles-jaw.png,81,content,"Chandu, and the crocodile's jaw",Batra's Incomplete Name  ·  बत्राक अधूरा नाम    —    card 2 of 2,assets/images/0496.png
497,497_v1ch82_title.png,82,title,The Inner Elephant-Crocodile,अंदरक गज-ग्राह    Andarak Gaja-Grāha,assets/images/0497.png
498,498_v1ch82_elephant-within-crocodile-within.png,82,content,"The elephant within, the crocodile within",The Inner Elephant-Crocodile  ·  अंदरक गज-ग्राह    —    card 1 of 2,assets/images/0498.png
499,499_v1ch82_grip-made-visible.png,82,content,The grip made visible,The Inner Elephant-Crocodile  ·  अंदरक गज-ग्राह    —    card 2 of 2,assets/images/0499.png
500,500_v1ch83_title.png,83,title,The Coconut-Leaf School,नारिकेल पात पाठशाला    Nārikel Pāt Pāṭhśālā,assets/images/0500.png
501,501_v1ch83_school-of-the-name.png,83,content,The school of the name,The Coconut-Leaf School  ·  नारिकेल पात पाठशाला    —    card 1 of 2,assets/images/0501.png
502,502_v1ch83_tattvacintamani-between-two-hands.png,83,content,The Tattvacintāmaṇi between two hands,The Coconut-Leaf School  ·  नारिकेल पात पाठशाला    —    card 2 of 2,assets/images/0502.png
503,503_v1ch84_title.png,84,title,First Lesson: Present,पहिल पाठ: उपस्थित    Pahil Pāṭh: Upasthit,assets/images/0503.png
504,504_v1ch84_standing-with-the-name.png,84,content,Standing with the name,First Lesson: Present  ·  पहिल पाठ: उपस्थित    —    card 1 of 2,assets/images/0504.png
505,505_v1ch84_present-with-dignity.png,84,content,Present with dignity,First Lesson: Present  ·  पहिल पाठ: उपस्थित    —    card 2 of 2,assets/images/0505.png
506,506_v1ch85_title.png,85,title,The Women's Night-Assembly,स्त्री सभक राति-सभा    Strī Sabhak Rāti-sabhā,assets/images/0506.png
507,507_v1ch85_the-body-speaks.png,85,content,The body speaks,The Women's Night-Assembly  ·  स्त्री सभक राति-सभा    —    card 1 of 2,assets/images/0507.png
508,508_v1ch85_privacy-is-dignity.png,85,content,"Privacy is dignity, not silence",The Women's Night-Assembly  ·  स्त्री सभक राति-सभा    —    card 2 of 2,assets/images/0508.png
509,509_v1ch86_title.png,86,title,The Laborer's Feet,मजदूरक पाँव    Majdūrak Pā̃v,assets/images/0509.png
510,510_v1ch86_proof-of-the-feet.png,86,content,The proof of the feet,The Laborer's Feet  ·  मजदूरक पाँव    —    card 1 of 2,assets/images/0510.png
511,511_v1ch86_bridge-complete-when-feet-present.png,86,content,The bridge complete when feet are present,The Laborer's Feet  ·  मजदूरक पाँव    —    card 2 of 2,assets/images/0511.png
512,512_v1ch87_title.png,87,title,The Screen-Fast,स्क्रीनक उपवास    Skrīnak Upavās,assets/images/0512.png
513,513_v1ch87_a-fast-of-the-gaze.png,87,content,A fast of the gaze,The Screen-Fast  ·  स्क्रीनक उपवास    —    card 1 of 2,assets/images/0513.png
514,514_v1ch87_gaze-made-a-criminal.png,87,content,The gaze made a criminal,The Screen-Fast  ·  स्क्रीनक उपवास    —    card 2 of 2,assets/images/0514.png
515,515_v1ch88_title.png,88,title,Ira's Letter to the Children Abroad,ईराक पत्र विदेशक बच्चा सभकेँ    Īrāk Patra Videśak Baccā Sabhakẽ,assets/images/0515.png
516,516_v1ch88_not-a-picture-a-responsibility.png,88,content,"Not a picture, a responsibility",Ira's Letter to the Children Abroad  ·  ईराक पत्र विदेशक बच्चा सभकेँ    —    card 1 of 2,assets/images/0516.png
517,517_v1ch88_present-from-afar.png,88,content,Present from afar,Ira's Letter to the Children Abroad  ·  ईराक पत्र विदेशक बच्चा सभकेँ    —    card 2 of 2,assets/images/0517.png
518,518_v1ch89_title.png,89,title,Satyavrat's Public Hearing,सत्यव्रतक जन-सुनवाई    Satyavratak Jan-sunavāī,assets/images/0518.png
519,519_v1ch89_the-unheard-testimony.png,89,content,The unheard testimony,Satyavrat's Public Hearing  ·  सत्यव्रतक जन-सुनवाई    —    card 1 of 2,assets/images/0519.png
520,520_v1ch89_birth-of-a-folk-code.png,89,content,The birth of a folk-code,Satyavrat's Public Hearing  ·  सत्यव्रतक जन-सुनवाई    —    card 2 of 2,assets/images/0520.png
521,521_v1ch90_title.png,90,title,The Constitution of the Name,नामक संविधान    Nāmak Saṃvidhān,assets/images/0521.png
522,522_v1ch90_written-on-a-dry-leaf.png,90,content,Written on a dry leaf,The Constitution of the Name  ·  नामक संविधान    —    card 1 of 2,assets/images/0522.png
523,523_v1ch90_seal-of-the-root.png,90,content,The seal of the root,The Constitution of the Name  ·  नामक संविधान    —    card 2 of 2,assets/images/0523.png
524,524_v1ch91_title.png,91,title,The Absence of the Crooks,धूर्त सभक अनुपस्थिति    Dhūrt Sabhak Anupasthiti,assets/images/0524.png
525,525_v1ch91_victims-name-at-the-center.png,91,content,The victim's name at the center,The Absence of the Crooks  ·  धूर्त सभक अनुपस्थिति    —    card 1 of 2,assets/images/0525.png
526,526_v1ch91_sin-large-sinner-small.png,91,content,"The sin large, the sinner small",The Absence of the Crooks  ·  धूर्त सभक अनुपस्थिति    —    card 2 of 2,assets/images/0526.png
527,527_v1ch92_title.png,92,title,The Shade of the Stump,ठूँठक छाँह    Ṭhū̃ṭhak Chā̃h,assets/images/0527.png
528,528_v1ch92_responsibility-not-rest.png,92,content,"Responsibility, not rest",The Shade of the Stump  ·  ठूँठक छाँह    —    card 1 of 2,assets/images/0528.png
529,529_v1ch92_the-water-returns.png,92,content,The water returns,The Shade of the Stump  ·  ठूँठक छाँह    —    card 2 of 2,assets/images/0529.png
530,530_v1ch93_title.png,93,title,The Flood Returns,पुनः बाढ़ि    Punaḥ Bāṛhi,assets/images/0530.png
531,531_v1ch93_save-the-name-not-only-the-tree.png,93,content,"Save the name, not only the tree",The Flood Returns  ·  पुनः बाढ़ि    —    card 1 of 2,assets/images/0531.png
532,532_v1ch93_kabaddi-in-the-water.png,93,content,Kabaddī in the water,The Flood Returns  ·  पुनः बाढ़ि    —    card 2 of 2,assets/images/0532.png
533,533_v1ch94_title.png,94,title,The Return of the Crocodiles,गोहि सभक वापसी    Gohi Sabhak Vāpasī,assets/images/0533.png
534,534_v1ch94_crocodile-is-a-boundary.png,94,content,The crocodile is a boundary,The Return of the Crocodiles  ·  गोहि सभक वापसी    —    card 1 of 2,assets/images/0534.png
535,535_v1ch94_without-a-name-boundary-is-violence.png,94,content,"Without a name, a boundary is violence",The Return of the Crocodiles  ·  गोहि सभक वापसी    —    card 2 of 2,assets/images/0535.png
536,536_v1ch95_title.png,95,title,Lau Kin-hang's Last Deal,लाउ किन-हंगक अंतिम सौदा    Lāu Kin-haṅgak Antim Saudā,assets/images/0536.png
537,537_v1ch95_the-last-deal-writes-a-name.png,95,appendix,The last deal writes a name,Lau Kin-hang's Last Deal  ·  लाउ किन-हंगक अंतिम सौदा    —    card 1 of 2,assets/images/0537.png
538,538_v1ch95_punishment-of-hearing-the-names.png,95,content,The punishment of hearing the names,Lau Kin-hang's Last Deal  ·  लाउ किन-हंगक अंतिम सौदा    —    card 2 of 2,assets/images/0538.png
539,539_v1ch96_title.png,96,title,Baṭuknāth's Late-Arriving Forgiveness,बटुकनाथक देर-सँ-आयल क्षमा    Baṭuknāthak Der-sã-āyal Kṣamā,assets/images/0539.png
540,540_v1ch96_account-of-the-delay.png,96,content,The account of the delay,Baṭuknāth's Late-Arriving Forgiveness  ·  बटुकनाथक देर-सँ-आयल क्षमा    —    card 1 of 2,assets/images/0540.png
541,541_v1ch96_the-confession.png,96,content,The confession,Baṭuknāth's Late-Arriving Forgiveness  ·  बटुकनाथक देर-सँ-आयल क्षमा    —    card 2 of 2,assets/images/0541.png
542,542_v1ch97_title.png,97,title,Chandrapal's Mule Account,चन्द्रपालक म्यूल अकाउण्ट    Chandrapālak Myūl Akāuṇṭ,assets/images/0542.png
543,543_v1ch97_not-the-owner-only-the-path.png,97,content,"Not the owner, only the path",Chandrapal's Mule Account  ·  चन्द्रपालक म्यूल अकाउण्ट    —    card 1 of 2,assets/images/0543.png
